Stock	Time	Last	Chg	Chg%	TVal	%Val	TLot	%Lot	TFrq	%Frq	Type	Stock Name	Corp. Action	
MYORZPCU6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x2400 MYOR 25 Sep 26 Maybank (ZP)	-	
MYORHDCM6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x2305 MYOR 5 Jun 26 KGI (HD)	-	
HEALHDCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5:1 x1600 HEAL 12 Mar 26 KGI (HD)	-	
ZBRA	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Dosni Roha Indonesia Tbk.	-	
JPFAHDCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 10:1 x2738 JPFA 9 Jul 26 KGI (HD)	-	
ESSADRCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 4:1 x850 ESSA 29 Jun 26 RHB (DR)	-	
ESSAHDCH6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 5:1 x600 ESSA 12 Mar 26 KGI (HD)	-	
HEALZPCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	SW Call 7:1 x1650 HEAL 28 Jul 26 Maybank (ZP)	-	
ETWA	04:07:09	0	0	0.0	0	0	0	0	0	0	WATCH_CALL	Eterindo Wahanatama Tbk	-	
JPFAYUCN6A	04:07:09	0	0	0.0	0	0	0	0	0	0	S_WARI	CGS International Sekuritas Indonesia	-	
